video_id,source_url,verbatim_prompt,prefilter_flag,has_timecode
8148,https://x.com/abs_uiux/status/2083076875459461171,"0:00–0:02: Close-up slow-motion shot of a sleek modern sneaker (bold white base with deep navy and gold detailing) hitting sunlit concrete, dust particles glinting in the light.
0:02–0:05: Quick cuts: a sprinter launching off the blocks, a dancer spinning mid-air, a student walking confidently through city streets – all wearing the sneakers, highlighting flexibility, grip and style.
0:05–0:08: Low-angle tracking shot following the sneakers moving smoothly across different surfaces: pavement, gym floor, and grass.
0:08–0:10: Hero shot: the sneaker resting on a ledge against a bright sky; bold text overlays: ""MOVE BEYOND LIMITS"" + ""YOUR STEP, YOUR STORY"" + brand logo placeholder.
Audio Vibe: Upbeat rhythmic bassline that builds to a crisp finish; subtle sound effects of footsteps, wind and a soft impact at the start.
Core Theme: Versatility, confidence, performance and everyday style.",,True
8112,https://x.com/Nexa_Tech_Ai/status/2083060016995868951,"A tranquil animated forest picnic by the riverside, where every ingredient comes straight from nature. Hands scoop silverfish from a clear running stream, rinse fresh green vegetable leaves, and slice fish fillets and vegetables on a wooden cutting board. Spices are sprinkled into a cast-iron pot over an open campfire—fish, greens, and mushrooms simmer together into a rich, steaming soup in a clay pot. Steamed rice is served on a rustic wooden table alongside a glass of fresh coconut juice, warm sunlight filtering softly through the treetops. Cinematic animation style, vivid colors, soft natural lighting, ultra-detailed, peaceful atmosphere, 4K.",,False
8113,https://x.com/AIwithkhan/status/2083049970597577156,"Use the uploaded reference image as the exact character reference. Preserve her facial identity, hairstyle, eye color, makeup, skin tone, body proportions, outfit, and accessories consistently throughout every shot. Maintain perfect facial consistency, realistic hand anatomy, and natural expressions. Use the same iced coffee bottle with identical branding, label, colors, and packaging throughout the commercial. Create an ultra-realistic premium UGC iced coffee commercial with a warm lifestyle aesthetic. Set the film in a modern apartment filled with soft natural window light, warm wooden interiors, cozy neutral décor, realistic reflections, shallow depth of field, cinematic color grading, and premium commercial lighting. The commercial opens with a close-up of the woman smiling at the camera while holding the iced coffee bottle beside her face. She naturally presents the product with an excited expression. Transition to a clean macro product shot where the bottle stands on a wooden table covered with natural condensation, highlighting the premium label and chilled texture. Move into an extreme macro shot as she slowly twists open the bottle cap. Capture the satisfying opening motion and the fresh condensation around the bottle. Show a cinematic macro sequence of the iced coffee being poured over a glass filled with crystal-clear ice cubes. Rich coffee flows smoothly while ice gently clinks together. Capture a close-up of the coffee swirling beautifully as milk blends naturally, creating smooth marbled patterns inside the glass. She lifts the drink, takes a refreshing sip, closes her eyes briefly, and smiles naturally as she enjoys the taste. She then looks directly into the camera while holding the bottle and gives a confident thumbs-up with a satisfied smile. Transition to a clean lifestyle shot where the bottle rests beside a laptop, sunglasses, and a book on a wooden table, creating a relaxed work-and-coffee atmosphere. The next scene follows her walking outdoors under warm sunlight while holding the iced coffee bottle naturally, enjoying the fresh air with a relaxed smile. Finish with a premium hero product shot. The iced coffee bottle stands on a wooden surface surrounded by roasted coffee beans as warm sunlight illuminates the bottle. The woman gently places her hand beside the product, smiles toward the camera, and says, ""Good coffee. Good mood. Anytime."" The camera slowly pushes in on the bottle before fading out. Style: Premium UGC commercial, luxury café aesthetic, cinematic lifestyle storytelling, realistic coffee textures, macro product cinematography, smooth handheld and gimbal camera movements, commercial-grade lighting, shallow depth of field, photorealistic, ultra-detailed. Negative Prompt: No text, no subtitles, no logos beyond the product packaging, no watermarks, no duplicate people, no distorted hands",,False
8118,https://x.com/HustleXR/status/2083046696196722984,"Title: 15s Human Mecha vs Titan Dragon. Duration: 15s. Style: Ultra photorealistic live-action, Hollywood blockbuster, IMAX, ARRI Alexa 65, Atlas Orion Anamorphic, HDR, premium Hollywood VFX, aggressive cinematic camera. References: image1: Keep the character identical. image2: Follow the storyboard framing and camera composition. Prompt: A 2.2m human-sized powered armor mecha crashes into an abandoned megacity, creating a massive impact crater. As the camera rises behind the hero, a colossal Titan Dragon towers above the skyline, crushing skyscrapers. The mecha raises its rail cannon as magnetic coils unfold, blue-white plasma rapidly compresses, lightning fills the sky, and nearby vehicles and steel structures levitate from intense electromagnetic force. The Titan Dragon charges a molten sun inside its jaws. After a brief silence, both unleash their ultimate attacks. A devastating blue-white rail cannon collides with a world-ending molten fire beam, creating a gigantic plasma sphere, nuclear-scale shockwaves, lightning storms, sonic booms, collapsing skyscrapers, debris tornadoes, and violent camera shake. The rail cannon pierces through the dragon, ending in a colossal blue-white explosion. The final aerial shot reveals the lone mecha standing motionless at the center of the destroyed city beneath crackling lightning and towering smoke clouds. Sound Design: Massive cinematic impacts, metallic landing, mechanical transformation, magnetic coil charge, electrical crackles, thunder, dragon roar, molten fire blast, colossal rail cannon, beam collision, plasma explosion, collapsing skyscrapers, trailer braams, epic choir, orchestral percussion, emotional brass finale. Negative Prompt: giant mecha, Gundam scale, redesign character, anime, cartoon, CGI, toy, weak VFX, static camera, stiff animation, low quality, text, subtitles, logo, watermark",,False
8124,https://x.com/Aqsahere_/status/2083026795683586313,"A photorealistic smartphone selfie vlog that looks exactly like a real mobile phone recording. A young woman (image = her face and hair) is walking alone through a peaceful green park on a sunny afternoon, holding her phone in selfie mode with natural handheld movement, slight hand shake, realistic autofocus, authentic smartphone stabilization, and true-to-life colors. As she happily talks to the camera in Korean, a small fluffy golden puppy unexpectedly starts following behind her. She notices it, turns around with a surprised laugh, crouches down, gently pets its head, and says, ""Where did you come from?"" The puppy wags its tail excitedly and stays beside her as they continue walking together. She picks it up for a moment, cuddles it with a big smile, then sets it back down. At the end, the puppy lovingly licks her hand, making her laugh naturally before she looks into the camera, waves, and says, ""I met a new friend today. Bye!"" She reaches toward the phone to stop the recording. The video should feel completely real with natural human motion, consistent facial features, realistic puppy behavior, accurate interactions, authentic outdoor lighting, no beauty filters, no CGI, no AI-plastic appearance, no subtitles, no logos, no watermark, and no background music—only real park ambience, birds, footsteps, distant conversations, and the puppy's soft barks.",,False
8125,https://x.com/AllaAisling/status/2082960848444596581,"15-second cinematic action sequence aboard a magnetic levitation war train speeding through a dystopian night desert, electric storms illuminating giant industrial ruins in the distance. 0.0–3.0s: Low tracking shot races along the side of the train as a cyber samurai runs across the magnetic exterior panels, sparks erupting beneath his boots. 3.0–6.0s: A chrome-armored assassin descends from a hovering drone transport onto the train roof, neon katana igniting blue light through the storm. 6.0–9.0s: First sword clash sends electrical arcs across the train roof while lightning flashes overhead in slow motion. 9.0–12.0s: High-speed duel across unstable train cars, both fighters nearly thrown off balance as the train tears through debris and collapsing structures. 12.0–15.0s: Massive aerial pull-back reveals the glowing train cutting across the dark wasteland while the duel continues atop the final car.",,True
8160,https://x.com/soranoblue3/status/2082935722261332365,"Generate a video while strictly maintaining elements such as the artistic style, characters, depth, transparency, and color tones of the reference image. The protagonist girl walks slowly toward the bright area in the distance while looking around -> the camera transitions to a cut showing the girl and the dark cave from the background -> it moves with smooth camerawork from a close-up of the girl's bright expression to a shot of the blue sky. No dialogue. Sound effects and acoustics only. Produce with dramatic camerawork.",,False
8128,https://x.com/LadyyEth/status/2082922222088511776,"Strict first-person POV, male hero, face never visible. Do not keep the hero’s hands constantly in frame. The hands appear only during the dodge recovery and the spellcasting moment. One continuous shot, no cuts, vertical cinematic dark fantasy, realistic body-driven camera motion. The camera behaves like the hero’s head and torso, with strong physical reaction during the dodge, then controlled forward focus during the spell.  Over the rooftops of a burning medieval city under a storm-black sky, narrow streets below, dark roof tiles, timber-and-stone houses, cathedral spires in the distance, dense smoke columns, scattered rooftop fires, falling embers, hot smoky air. A giant demon suddenly erupts upward from the ground between the buildings, tearing through stone and rooflines, surrounded by dust, fire, and debris. The demon is enormous, heavily armored in jagged black metal with molten red-orange cracks glowing between the plates, bright red eyes, horned helmet, massive chest and shoulders, long heavy limbs, real physical weight. In one hand it wields a burning spear with a blazing red-orange tip.  The demon instantly hurls the flaming spear straight at the hero. At the last possible moment the hero performs a dramatic Hollywood-style backward dodge, bending low like a Matrix lean. Enter brief slow motion as the spear slices directly over the camera and narrowly passes above the hero’s head, trailing fire, sparks, and heat distortion. In that near-death moment, the hero breathes out in alarm, “No...” The shot then snaps back to real-time as the spear slams past into the city behind.  The hero regains balance and raises both hands only briefly to cast. Thin molten orange-red magic lines along the forearms flare brighter. The demon steps forward through smoke and fire, preparing to attack again. The hero channels a powerful summoning spell upward. From the storm clouds high above, two colossal burning hands descend from the sky, not from the hero’s body, not from the ground. They appear like divine infernal constructs falling through smoke, enormous, symmetrical, clearly shaped like giant human hands, with white-hot edges, dense orange inner fire, thick blazing fingers, and controlled purposeful motion.  The giant burning hands drop on both sides of the demon and slam inward with overwhelming force, seizing and crushing the demon’s torso from left and right. Tight center focus on the impact. The demon struggles violently with real mass, armor buckling and collapsing inward, molten cracks bursting brighter across its chest and ribs. Fire pours through the fractures as the crushing pressure intensifies. The demon ignites inside the grip of the giant hands, burns rapidly from within, and its body breaks apart into flames, black ash, sparks, and fragments of ruined armor. The crushing hands keep closing until the dem",,False
8129,https://x.com/iam_nafisahmed/status/2082888153430725075,"4K 2.39:1 cinematic slow-motion sequence, 90 second runtime, ethereal photorealistic underwater style. Opening wide tracking shot glides 10ft above flooded grand ballroom floor, warm glowing chandeliers cast dancing caustic gold light across marble. Young woman with flowing black hair, porcelain skin, deep red silk gown moves in weightless waltz, fabric billowing like liquid ink. Slow smooth camera orbits her as tiny silver fish swirl in ribbons, air bubbles rise in glittering columns. Drifting sheet music, rose petals, champagne glasses float past; tilted grand piano keys move gently with water currents. Mid-sequence slow close-up catches her calm dark eyes mid-spin, hair and gown unfurling. Final upward dolly follows as she ascends, soft volumetric god rays filter down from surface, she reaches one pale hand slowly toward the lens. Ethereal blue-gold color grade, perfectly smooth motion, natural underwater physics, dreamlike meditative pacing.",,False
8141,https://x.com/luciaverseai/status/2082863678064648326,"Create a 12-second Studio Ghibli-inspired animated video in a soft, hand-drawn style with warm natural lighting, lush greenery, and a peaceful rainy atmosphere. A person wearing a white ruffled sleeve opens a traditional wooden sliding glass door to reveal a rain-soaked garden, reaches out beneath a blooming lemon branch to catch a ripe lemon in their palm, then waters indoor potted plants with a white watering can as sunlight streams through the window, and finally pours steaming hot lemon tea from a ceramic teapot into a cup by the rainy window, creating a cozy, tranquil mood with gentle rain ambience and soft piano music.",,False
